DATAFLOW,LAST UPDATE,freq,size_emp,nace_r2,indic_is,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,Hungary,2023,4.24,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,Hungary,2025,7.78,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,Ireland,2021,8.83,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,Ireland,2023,7.18,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,Ireland,2025,17.66,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,Italy,2021,6.63,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,Italy,2023,4.94,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,Italy,2025,14.73,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,Lithuania,2021,5.06,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,Lithuania,2023,4.83,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,Lithuania,2025,19.17,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,Luxembourg,2021,13.48,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,Luxembourg,2023,16.17,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,Luxembourg,2025,37.58,,
